OBJECTID,male_high_white_old,male_med_white_old,male_low_white_old,female_high_white_old,female_med_white_old,female_low_white_old,male_high_poc_old,male_med_poc_old,male_low_poc_old,female_high_poc_old,female_med_poc_old,female_low_poc_old,length,male_high_white_new,male_med_white_new,male_low_white_new,female_high_white_new,female_med_white_new,female_low_white_new,male_high_poc_new,male_med_poc_new,male_low_poc_new,female_high_poc_new,female_med_poc_new,female_low_poc_new
61654,2.127099827,2.137628981,2.106137368,2.001346748,2.12633762,2.629506794,1.839692484,1.751322974,1.833301395,1.739456162,1.670542218,1.959538099,987.619955,4.120002575,4.175596495,3.943743512,4.027939844,4.021686446,3.85994735,4.233968123,4.369309035,4.064976504,4.096109426,4.149651888,3.957247001
61655,2.728042199,2.294912757,2.017369617,2.70683398,2.397176389,2.637335829,2.260735241,1.718523709,1.711947418,2.236359883,1.706530135,1.795972348,235.7660662,4.05986568,4.05946835,3.906560957,4.041456777,3.990199148,3.862036735,4.02818073,4.042460258,3.773234454,3.992209031,3.955086524,3.760629709
61671,2.685889662,2.257731156,1.972756971,2.671969733,2.37317779,2.616788015,2.213445462,1.675864671,1.668327645,2.192663915,1.668414086,1.758865257,286.0763114,4.233035299,4.22445496,4.0629634,4.221456155,4.165699384,4.028650149,4.198648538,4.203046329,3.928241959,4.172496401,4.13063242,3.929016973
61677,2.888690599,2.457032301,2.177181706,2.869704464,2.563329166,2.804559968,2.419783038,1.878913062,1.872044985,2.396502493,1.868312709,1.958065532,151.792879,4.054136121,4.051569484,3.89613876,4.037631689,3.985219663,3.854465235,4.02174531,4.033377136,3.762331692,3.988544785,3.950235346,3.753559203
61687,2.7250544,2.291772142,2.014474368,2.703603246,2.393596498,2.63362869,2.257926973,1.7155773,1.709023614,2.233429332,1.703430125,1.792830727,151.8730446,4.138634418,4.13881036,3.986877439,4.119919499,4.069125835,3.94180763,4.107416325,4.12233834,3.854088838,4.071036173,4.034422873,3.840808279
61772,2.752650529,2.32441335,2.039549619,2.738622494,2.439664605,2.683227994,2.280279342,1.742623477,1.735103972,2.259445322,1.735106401,1.825545388,280.6698325,4.040875817,4.032320665,3.870747581,4.029220375,3.973431258,3.836348708,4.006409681,4.010852172,3.735897463,3.980139458,3.938234458,3.73654739
61831,2.686512989,2.254372289,1.975267671,2.666801903,2.359355386,2.600235611,2.218125158,1.676812282,1.670036606,2.194486522,1.665757901,1.755407303,249.1093322,4.104014527,4.102298461,3.947924895,4.086837744,4.034933555,3.905216985,4.071990794,4.084639103,3.81442351,4.037827275,4.000053874,3.804289694
61884,2.889214096,2.457758139,2.17477245,2.872134498,2.567591137,2.808076196,2.419635549,1.878501906,1.870360693,2.397908159,1.870396127,1.95887449,501.2663436,3.946915732,3.936627715,3.774793418,3.93715719,3.879792251,3.742884285,3.911906815,3.914371032,3.637561247,3.88638735,3.842411814,3.639810668
61916,2.909814201,2.4811975,2.196868065,2.895255296,2.595491309,2.83881524,2.43780498,1.899787036,1.892344022,2.416710653,1.891942205,1.982313625,311.2650181,4.080052089,4.071954258,3.910619451,4.067922166,4.012301488,3.875562464,4.045569256,4.050586291,3.775574367,4.018605434,3.976868036,3.775352362
61917,2.899147898,2.47281947,2.185350343,2.887750399,2.592801593,2.837545717,2.425006005,1.889192506,1.881303148,2.405465345,1.883294416,1.974073672,388.5692368,4.190085964,4.178641796,4.015276277,4.181041292,4.123908999,3.984583097,4.155246802,4.156156026,3.881084324,4.132723467,4.089392562,3.886475411
61957,2.888931081,2.458656474,2.176722331,2.87199465,2.568659665,2.810876236,2.41857027,1.878985866,1.871860561,2.396303912,1.86966561,1.959713024,163.4828804,4.250508851,4.24519099,4.086450242,4.236057998,4.181935156,4.047958598,4.216843805,4.225217501,3.951627967,4.186553819,4.146407889,3.946959856
62042,2.928978606,2.498280347,2.216974484,2.911411016,2.607145963,2.84905089,2.459065272,1.919084352,1.912028247,2.4364837,1.909369562,1.999318359,138.0785886,4.001023891,3.996956599,3.839954468,3.985809897,3.932598131,3.800194982,3.968173304,3.977980653,3.705923028,3.93683767,3.897692211,3.699682903
62197,2.703414662,2.282311412,1.988337656,2.698839298,2.414476852,2.662152914,2.224881597,1.694267891,1.685407339,2.208698881,1.692519953,1.784155102,699.3716429,4.105019918,4.084894766,3.917352526,4.103433398,4.042123321,3.897299841,4.069080031,4.059537303,3.785899898,4.057079905,4.009194748,3.804276295
62264,2.723944027,2.290732248,2.013321207,2.70260005,2.392751727,2.632835087,2.256738837,1.714452659,1.707883951,2.232293703,1.702372793,1.79178765,197.7645637,4.221632325,4.221746804,4.069776202,4.20299529,4.152187909,4.024811571,4.190426236,4.20526562,3.937020014,4.15416425,4.117540577,3.923888986
62286,2.910721292,2.480520833,2.198475484,2.893879949,2.590699689,2.832946845,2.440297849,1.900781942,1.893629174,2.418074182,1.891519377,1.981567894,203.910135,3.995998265,3.99112705,3.833323523,3.981466425,3.927823981,3.794573684,3.962905735,3.971738727,3.699195729,3.932551973,3.892952783,3.694279096
62290,2.021337716,2.028603713,1.997216545,1.894128259,2.015210328,2.518188373,1.733326747,1.640688994,1.721616343,1.631643446,1.55830154,1.845109959,990.507296,4.036209742,4.103437404,3.867853277,3.930457811,3.929757242,3.769252314,4.155789386,4.308553005,3.99584999,4.000622199,4.063559135,3.867991798
62347,2.836529033,2.404534093,2.125202948,2.817036695,2.509914012,2.750899189,2.367984336,1.826804942,1.820000352,2.344453446,1.815887541,1.905567331,155.9983852,4.234817691,4.232886103,4.078275614,4.217831148,4.165814266,4.035849728,4.202728781,4.215113467,3.944737349,4.168841867,4.130952099,3.934981397
62353,2.826324544,2.395894844,2.114190312,2.809161697,2.505488875,2.747598253,2.356122714,1.816393205,1.809297367,2.333744582,1.80693194,1.896947744,154.2907211,4.165248919,4.160208239,4.001760861,4.150576566,4.096612742,3.96293542,4.131686087,4.140392181,3.866997095,4.101079617,4.06110331,3.861896337
62403,2.761261478,2.331470554,2.048824882,2.745016194,2.442725307,2.685255484,2.290420798,1.751289702,1.744061217,2.268491976,1.742398094,1.832531222,233.5332083,4.066328779,4.060646831,3.9019035,4.052405147,3.998263662,3.864095198,4.032877792,4.040752284,3.767510961,4.003384609,3.963249856,3.763802352
62455,2.928067696,2.495866703,2.216856097,2.908266916,2.600686788,2.841524954,2.459743971,1.918376,1.911613222,2.436061454,1.907265532,1.996903314,1282.617147,4.18900976,4.187342811,4.032985417,4.171766617,4.119869408,3.990190143,4.156967945,4.169683281,3.899443733,4.122703706,4.084934121,3.889186042
62486,2.639243817,2.205374813,1.929029235,2.616881886,2.305543546,2.5451256,2.172784148,1.629907915,1.623467857,2.147836414,1.617186819,1.706454722,179.1415329,4.10900102,4.110179136,3.959676281,4.089496587,4.039321248,3.913369456,4.078275692,4.094393843,3.827392278,4.040760252,4.004792358,3.812457379
62526,2.887013335,2.464604317,2.172179953,2.880791392,2.593837464,2.840835999,2.40951033,1.877579169,1.868968405,2.392520438,1.874837611,1.966280901,597.513399,4.292690184,4.274337247,4.106880019,4.2893622,4.228688191,4.084466096,4.256510569,4.249142433,3.974033429,4.242042503,4.194845067,3.989563161
62624,2.72649852,2.295841286,2.014474187,2.708991833,2.404816841,2.646751441,2.256542028,1.716599386,1.709536121,2.233990732,1.706922642,1.796880574,163.0842155,4.249580822,4.245413927,4.08827332,4.234432855,4.181151899,4.048622002,4.216671081,4.226363313,3.954184306,4.185427284,4.146207,3.948081373
62631,2.801885852,2.374886305,2.088317547,2.789569739,2.493219275,2.737550874,2.328358309,1.791892916,1.7841295,2.308364927,1.785430262,1.876088483,388.4393138,4.162030547,4.151750873,3.98924493,4.152018848,4.09549673,3.957140861,4.127465923,4.129775123,3.854965723,4.103569933,4.06089732,3.858582551
62649,2.715956211,2.285804969,2.003687072,2.699186446,2.396113155,2.638394059,2.245482633,1.706012855,1.698850678,2.22329428,1.696794833,1.786853263,264.5924103,3.964887814,3.959931525,3.802039069,3.950425235,3.896734901,3.763393201,3.931765733,3.940496528,3.667895516,3.901511071,3.861861046,3.663114061
62661,2.714128182,2.301683166,1.998635925,2.719788516,2.451887346,2.7035276,2.229574136,1.707972348,1.697574825,2.218427024,1.712310611,1.805106449,2095.589264,4.141923342,4.108305964,3.939820207,4.15222904,4.085184372,3.936616498,4.106371334,4.080782495,3.818083244,4.110792187,4.056469206,3.855244336
62700,2.891183679,2.460504241,2.179170179,2.873643172,2.569418997,2.81133618,2.421251417,1.881287996,1.874227728,2.398683033,1.871590029,1.961542097,169.7512452,4.227481842,4.223404772,4.066415902,4.212287497,4.15908012,4.026679147,4.194645846,4.204437859,3.932410425,4.163340521,4.1242009,3.926203144
62713,2.889595229,2.455265658,2.179679008,2.86651248,2.554122393,2.793347423,2.423667286,1.88038094,1.874031818,2.398363746,1.867204887,1.956368414,46.61809821,4.197008746,4.198902037,4.049419211,4.176910813,4.127157055,4.002193359,4.166608072,4.183589105,3.91746928,4.128231363,4.092697329,3.901288991
62733,2.733591246,2.302677294,2.021694967,2.715706541,2.410969227,2.652723565,2.263901827,1.72372023,1.716705693,2.241163831,1.713807677,1.803712351,216.096419,4.091816402,4.088112433,3.93150355,4.076303448,4.023295366,3.891294995,4.059093422,4.069338349,3.797547495,4.027328648,3.988398287,3.790719076
62786,2.904140371,2.473535949,2.192090787,2.886717631,2.582661384,2.824642981,2.434122698,1.89422975,1.887162999,2.411614936,1.884606066,1.974581743,146.4023512,4.143322628,4.13878094,3.980989802,4.128338056,4.074729014,3.941656673,4.110068188,4.119350262,3.846508902,4.079032127,4.039446604,3.84077865
62800,2.670355037,2.240621017,1.957893614,2.654199367,2.352035298,2.594615874,2.199449599,1.660372691,1.653141213,2.177567474,1.651537658,1.741690252,198.4442962,4.109664091,4.103545013,3.944081198,4.095930566,4.041409976,3.906637284,4.075819229,4.083213249,3.809257897,4.046567791,4.006008457,3.805970332
62910,2.845335177,2.413840244,2.133740095,2.82660319,2.520594484,2.7619586,2.376243053,1.835524267,1.828634973,2.353091243,1.825083994,1.914882063,137.4923567,4.001835984,3.998527847,3.841934583,3.98571049,3.932697723,3.800932464,3.968849785,3.979650574,3.707488269,3.936149808,3.897172428,3.699523623
62915,2.73337699,2.305815961,2.020013015,2.720285183,2.422754528,2.666735665,2.26037218,1.723364591,1.715707779,2.239996722,1.716424284,1.80698019,856.8994661,4.21183831,4.202499737,4.040691568,4.201029561,4.144990555,4.007430738,4.177482053,4.180927929,3.906333145,4.152450201,4.110296131,3.9084825
62921,2.636015514,2.201543901,1.924998508,2.613421663,2.301335876,2.540261246,2.169944664,1.62634666,1.619593945,2.145109933,1.613961821,1.702681969,241.0772965,3.982040905,3.981290179,3.828915804,3.96420181,3.912572223,3.785010124,3.950468588,3.964366448,3.695054294,3.914551397,3.876911376,3.682652079
62931,2.80668294,2.388927904,2.091219936,2.80621789,2.528370431,2.777715031,2.325646753,1.798468336,1.789014833,2.311489908,1.79918661,1.891316841,833.7581884,4.117395761,4.091443629,3.92205097,4.120653463,4.056523093,3.90896335,4.080846916,4.064380119,3.793184291,4.075568116,4.024539116,3.819587333
62955,2.660771782,2.23060321,1.948511746,2.643983342,2.340875706,2.583155069,2.190309243,1.65082371,1.643671601,2.168113818,1.641594823,1.731656812,177.7037819,4.13213686,4.126928145,3.968501639,4.117737043,4.063785707,3.930027252,4.098709201,4.107178021,3.833981111,4.06851841,4.028575251,3.829382066
63183,2.932163194,2.506159858,2.218260906,2.921208995,2.626936434,2.871880591,2.457726152,1.922230104,1.914282228,2.438404654,1.916604264,2.007443585,500.0437326,4.237793064,4.225695514,4.061761022,4.229244937,4.171731914,4.031817219,4.202728436,4.202864897,3.927511527,4.180902082,4.137156088,3.933830233
63191,2.790079463,2.359408959,2.077429257,2.772923765,2.469043527,2.710824248,2.320004868,1.779955198,1.772641758,2.297756212,1.770770373,1.860472128,173.324355,4.158090015,4.152327304,3.993676601,4.14432411,4.089973603,3.956054585,4.124574836,4.13239063,3.858696444,4.094874525,4.054441693,3.854888625
63192,2.705039499,2.278530489,1.991302617,2.693397563,2.398073408,2.642710226,2.231060005,1.695070918,1.687217436,2.211399517,1.689022972,1.779771956,424.4662447,4.152600101,4.141390139,3.978092049,4.143318838,4.0862718,3.94707877,4.117743103,4.118945318,3.843764089,4.094877876,4.051636122,3.84874497
63209,2.804958213,2.37605853,2.092128324,2.789988208,2.489614542,2.732737174,2.333234631,1.794946415,1.787546409,2.311934214,1.78684582,1.8771518,320.2449203,4.112451135,4.10530033,3.945223962,4.099768862,4.044849298,3.909241606,4.078595107,4.084692338,3.810755613,4.05088206,4.009921607,3.809413041
63223,2.853318816,2.423272871,2.141001143,2.836709273,2.533868317,2.776232829,2.382730853,1.843360412,1.836185705,2.360623951,1.834242916,1.924330411,176.7465182,4.172206308,4.166749265,4.008038883,4.157991184,4.103886389,3.96984953,4.138667696,4.146842728,3.87343794,4.108737994,4.0686294,3.869203506
63224,2.771040072,2.339899332,2.059259232,2.752820036,2.447584539,2.689178569,2.301588297,1.761196221,1.754224901,2.278684706,1.751074318,1.840931694,448.148689,3.975331,3.972030585,3.815891192,3.95949808,3.906727277,3.775194125,3.942770984,3.953498235,3.682054181,3.910548871,3.871870023,3.674587682
63254,2.79968985,2.391299442,2.114433273,2.786435231,2.503308907,2.720058891,2.337345332,1.808640299,1.780543843,2.321123876,1.812525834,1.874280498,197.7953411,4.230056772,4.222530465,4.093061279,4.219751902,4.164376505,4.056644552,4.183497604,4.181751577,3.948705131,4.161477304,4.112795592,3.948114541
63267,2.76295629,2.328809681,2.052920319,2.740160593,2.428189051,2.667556418,2.296816232,1.753692463,1.747307102,2.271654364,1.740697673,1.829902764,101.443817,4.006032072,4.007645947,3.857762361,3.986167958,3.936250534,3.810898235,3.975505577,3.9921489,3.725681885,3.937468737,3.90176679,3.709993096
63283,2.726494429,2.296438229,2.014181198,2.709867499,2.407003023,2.649356555,2.255919405,1.716539147,1.709363789,2.233803098,1.707410543,1.797493264,176.0904011,4.181778046,4.176451157,4.017968558,4.167512285,4.113525529,3.979676295,4.148366278,4.156682564,3.883511137,4.11837425,4.078398142,3.879160014
63296,2.638927351,2.20891877,1.926592247,2.622372309,2.319612569,2.562003069,2.168301196,1.628965862,1.621784345,2.146221285,1.619882301,1.709977623,178.9735793,4.263342106,4.25780617,4.099004391,4.249184389,4.195029898,4.060904154,4.229766602,4.237848614,3.964375806,4.199917781,4.159755412,3.960254815
63298,2.857851657,2.431612639,2.14402522,2.846577211,2.551815039,2.796615854,2.383627428,1.847901257,1.83999685,2.364147931,1.842078895,1.93287579,392.1600892,4.071597535,4.059932798,3.896327654,4.062701671,4.005424063,3.865871309,4.036649511,4.037302988,3.762063027,4.014332063,3.970841691,3.767743621
63335,2.83654522,2.409005152,2.123174203,2.823485504,2.526000471,2.769999688,2.363517764,1.826530692,1.81887329,2.343159174,1.819610563,1.910173774,320.9822953,4.257890196,4.248382179,4.086277829,4.247151845,4.190961988,4.053160692,4.223374034,4.226635657,3.951738895,4.198431292,4.156109492,3.954054549
63403,2.742686726,2.312284048,2.030538381,2.725555148,2.421937043,2.664052146,2.272465486,1.732760648,1.72565122,2.2501001,1.723317913,1.813330408,155.6925245,4.240054124,4.235339686,4.077507314,4.225296369,4.171659581,4.038473379,4.206864987,4.215915493,3.94317721,4.17616993,4.136566258,3.937863693
63423,2.667820615,2.241784348,1.953927907,2.656819055,2.36247692,2.607396668,2.193415848,1.657887273,1.649942278,2.17407,1.652231996,1.743062207,412.1863397,4.001943398,3.990029422,3.82638369,3.993309428,3.935950652,3.796276095,3.967033818,3.967372915,3.692297197,3.94509563,3.901521111,3.698424886
63437,2.722967693,2.289805588,2.012314818,2.701703211,2.391968662,2.632094215,2.2557036,1.713462356,1.706886811,2.231298639,1.701432799,1.790861731,950.8924398,4.152950558,4.152860855,4.000517538,4.134416559,4.083437414,3.955745007,4.121566161,4.13617969,3.867546739,4.085439886,4.048628375,3.854653008
63525,2.827121316,2.39503456,2.115846077,2.807493018,2.500167355,2.741089213,2.35867353,1.817410114,1.810625437,2.335076222,1.806407767,1.896070247,57.60532162,4.11723817,4.115369782,3.96075694,4.100153836,4.048135597,3.918206688,4.085107398,4.097582099,3.827138535,4.051070692,4.013173474,3.817203898
63582,2.665420639,2.239847672,1.951383046,2.655043218,2.361659356,2.606854583,2.190603495,1.65552825,1.647495322,2.171564745,1.650255244,1.741165433,441.7897676,4.188855233,4.176192209,4.012116037,4.18087464,4.123155329,3.982939322,4.153837282,4.153268328,3.878210515,4.132828604,4.088865377,3.885503824
63585,2.784319337,2.35419946,2.072035506,2.767596053,2.464591353,2.706895162,2.313812941,1.774372641,1.767205401,2.291647814,1.765183642,1.855249353,206.4818999,4.075666381,4.070618133,3.912588668,4.061259113,4.007500331,3.874037409,4.042481681,4.051107944,3.77838033,4.012302641,3.972578057,3.773716729
63602,2.8698026,2.43995073,2.157394403,2.853471759,2.551050242,2.793543093,2.399020774,1.859832527,1.852618301,2.37705058,1.850888043,1.941011771,246.0998937,4.255844236,4.250157483,4.091304247,4.241868929,4.187678501,4.053448144,4.222306461,4.230190966,3.956782092,4.192729411,4.152536341,3.952995754
63606,2.865935373,2.436019925,2.153557338,2.849517727,2.546961119,2.789418982,2.395212493,1.855964862,1.848768169,2.37320119,1.846967029,1.937083682,184.4710444,4.021181853,4.015369202,3.856204269,4.007194291,3.952841161,3.818382669,3.98743287,3.995196497,3.721417339,3.9578173,3.917435741,3.717639498
63620,2.744697058,2.315365719,2.032053453,2.729110004,2.427809301,2.670644032,2.273399971,1.734702353,1.727383304,2.251794884,1.726219109,1.816439898,218.1617106,4.009530889,4.003173891,3.843897344,3.996221544,3.941758665,3.806969471,3.975959128,3.983003796,3.709567733,3.947354806,3.906883834,3.707013634
63625,2.91422276,2.482578387,2.202706826,2.895263618,2.588922382,2.830172832,2.445293994,1.904437188,1.897572503,2.422028722,1.893854385,1.983616585,159.6693262,4.228190612,4.225332019,4.069362504,4.21179159,4.159106588,4.02791099,4.195500114,4.206818124,3.935204503,4.16242526,4.123809223,3.926681624
63649,2.820694992,2.397152453,2.10610785,2.813003288,2.523767324,2.770131879,2.344130622,1.811063395,1.80265267,2.326414454,1.80742888,1.898681316,537.5900171,4.235905426,4.219794054,4.053781833,4.230844967,4.171412016,4.028801359,4.200321166,4.195604522,3.920691219,4.183438509,4.137611781,3.933150434
63667,2.853584191,2.42323888,2.141408123,2.836535733,2.533042289,2.775196014,2.383304774,1.843653539,1.836532512,2.3609802,1.834262495,1.924285967,159.068546,4.225437285,4.220650033,4.06276479,4.210751956,4.157084985,4.023832746,4.192242385,4.2012016,3.928450347,4.161653458,4.122019311,3.923273348
63740,2.821762843,2.391418901,2.109585953,2.80471511,2.501223997,2.743376653,2.351483315,1.811833268,1.80471067,2.329158684,1.80244253,1.892464909,159.1302207,4.046137018,4.041402171,3.883624815,4.031436762,3.97782246,3.844655271,4.013002778,4.022016879,3.749384658,3.982397555,3.942822407,3.744166725
63831,2.741473276,2.310408049,2.02965524,2.723380434,2.418318934,2.659990593,2.271926485,1.731605406,1.724635126,2.249090641,1.721564638,1.811454041,347.571776,4.199038785,4.194916484,4.037371525,4.183538492,4.130033698,3.997327034,4.165698644,4.175528798,3.902659259,4.13388926,4.094385289,3.895937133
63848,2.7280787,2.300319963,2.014793522,2.714728106,2.416787834,2.660670236,2.255244092,1.718047981,1.710446886,2.23474683,1.710950253,1.801488105,307.7440925,4.187236783,4.177458732,4.014593496,4.176403931,4.119812209,3.981475012,4.152161559,4.155174947,3.87934438,4.127031306,4.084237562,3.881562329
63872,2.806003863,2.379747309,2.092182549,2.794703703,2.499904205,2.744691283,2.331797328,1.796053824,1.788150487,2.312304474,1.790215416,1.881006965,417.8738824,4.247127505,4.23557861,4.07216522,4.238180598,4.181003265,4.041607941,4.21228309,4.213063488,3.938013394,4.189899969,4.146521076,3.943576829
63958,2.67501928,2.245011022,1.962683217,2.658459183,2.355697351,2.598079305,2.204398385,1.665062927,1.657875594,2.182314155,1.655975574,1.74606497,318.5087203,4.243637404,4.238345548,4.080011892,4.22940266,4.175485173,4.041734127,4.210328714,4.218669984,3.945698552,4.180391832,4.140496012,3.941383157
63966,2.847949741,2.418097084,2.13554145,2.831614785,2.529190062,2.771677643,2.377171718,1.837982494,1.830765299,2.355198506,1.8290351,1.919155428,187.9605187,4.025847494,4.020292637,3.861697846,4.011830459,3.957768581,3.823744142,3.992454987,4.00047923,3.727349464,3.962830073,3.92278108,3.723455263
63969,2.868274196,2.434196782,2.158193375,2.845586497,2.533772816,2.773193353,2.402054557,1.858992385,1.852593071,2.376945904,1.846065734,1.935286196,229.2599789,4.122529303,4.124048189,3.974038968,4.102750694,4.052782629,3.927303781,4.091968748,4.108495337,3.841927358,4.054057391,4.018304369,3.826415422
63984,2.799514481,2.369644942,2.087114024,2.783155412,2.480694287,2.723170885,2.328753182,1.789548102,1.782334444,2.306768174,1.780585756,1.870703045,236.2027444,4.13820177,4.132663172,3.974071544,4.124164844,4.070106457,3.936091792,4.104804405,4.112850126,3.839709869,4.075149861,4.035103891,3.835780103
64022,2.868436723,2.437170988,2.156720718,2.850034601,2.544525678,2.786036082,2.399113248,1.858605619,1.851661463,2.376120793,1.848370328,1.938205,107.6288998,4.093875683,4.090659057,3.934489105,4.077908245,4.0251299,3.893625722,4.061247181,4.072095284,3.800521144,4.028819478,3.990125092,3.79281736
64128,2.900281165,2.472118265,2.187149779,2.886353231,2.587551069,2.831155494,2.427843001,1.890257816,1.882719582,2.407056868,1.882802048,1.973250305,285.4842117,4.034110192,4.025621773,3.864294232,4.022498021,3.966826704,3.829910118,3.999816899,4.004313782,3.729678764,3.973624799,3.931856842,3.730374801
64129,2.840577934,2.412891,2.127261436,2.827311554,2.529515434,2.773417755,2.367691181,1.830562449,1.822930004,2.347229857,1.823514563,1.914047706,312.5667718,4.042044272,4.032900373,3.871220813,4.031061957,3.975115701,3.837712761,4.007718107,4.011401711,3.736826729,3.982437303,3.940381945,3.738659439
64219,2.904039677,2.471675037,2.191901674,2.884590067,2.577170858,2.817679105,2.43566495,1.89399199,1.886866767,2.412358313,1.883531208,1.972744654,195.420908,4.000366984,3.996491721,3.840036639,3.985073151,3.931667695,3.800074329,3.967483801,3.977605457,3.705128145,3.935331491,3.895849252,3.698045064
64271,2.846532982,2.418935367,2.133183336,2.833392759,2.53578609,2.779748057,2.373560177,1.836517617,1.828870453,2.353161709,1.829547781,1.920099696,316.476503,4.240925269,4.231541856,4.069566098,4.230096671,4.173984171,4.036309441,4.206462613,4.209870606,3.935058076,4.181393508,4.139155978,3.937199807
64272,2.668775519,2.236622976,1.957536859,2.649047953,2.341575801,2.582449524,2.200399105,1.65907546,1.652303407,2.176752762,1.648010893,1.737659177,202.6305461,3.960436862,3.958683872,3.804216548,3.94326123,3.891312037,3.761525641,3.9283565,3.940969151,3.670641188,3.89418893,3.856364495,3.660521046
64295,2.873602283,2.44682461,2.157904634,2.8627326,2.567814762,2.811464936,2.399655312,1.863087829,1.85429343,2.380855784,1.858528431,1.948130109,625.0882246,4.047836363,4.03142226,3.864717525,4.043178937,3.982871949,3.840406902,4.011496167,4.006516225,3.728605315,3.993719128,3.946649287,3.74079419
64297,2.831827783,2.402316416,2.119264161,2.815982783,2.514294467,2.75700924,2.360709456,1.82184172,1.814557338,2.338977262,1.813198439,1.903384232,207.2390861,4.137634475,4.131574192,3.972568834,4.12407446,4.069768991,3.935272151,4.104145217,4.111548899,3.838256178,4.075181402,4.034877437,3.835223861
64320,2.928239415,2.494933567,2.217673623,2.906762542,2.596708294,2.836738907,2.461127463,1.9187569,1.912217631,2.436620313,1.90659457,1.996000537,166.0984052,3.990759298,3.990526766,3.837788263,3.972157509,3.920953912,3.792987241,3.959074076,3.973567183,3.704435285,3.922811444,3.885733773,3.69143796
64342,2.875633065,2.448462853,2.16212773,2.863089229,2.566384242,2.810621855,2.402256296,1.865626622,1.857903919,2.382153353,1.859024829,1.949660589,434.3903314,4.066087755,4.055758607,3.892823393,4.055938326,3.9992365,3.860615194,4.031216463,4.033513894,3.758086642,4.007096742,3.964214897,3.761529152
64363,2.88779019,2.457525622,2.175575347,2.870858746,2.567540705,2.809748939,2.417428891,1.877853175,1.870716002,2.395161828,1.868534903,1.95857397,163.7916956,3.967415481,3.962518135,3.804545019,3.9528346,3.899117932,3.765761859,3.934204609,3.943027221,3.670243743,3.903767924,3.864082722,3.66526474
64368,2.871440728,2.436901386,2.161663898,2.848026513,2.535154673,2.774213869,2.405758695,1.862286483,1.855978046,2.38029125,1.848900873,1.938015429,245.6204313,4.114947701,4.11719922,3.968269564,4.094571467,4.045045564,3.92060132,4.084739986,4.102147131,3.836535638,4.045963034,4.010665889,3.819759889
64423,2.806560534,2.377746513,2.093694083,2.791710172,2.491518815,2.734694494,2.334755246,1.796548289,1.789129795,2.313513131,1.78852154,1.878841772,401.5611072,4.257798102,4.250587515,4.090558808,4.245211272,4.190299046,4.054690595,4.223999136,4.2300109,3.956203856,4.196430096,4.15548151,3.955019226
64441,2.904504153,2.476468542,2.191321775,2.890750832,2.592216873,2.835896811,2.431948209,1.894484599,1.886917998,2.411246822,1.887136188,1.977604056,291.7223457,4.039350621,4.030813096,3.869641038,4.027868317,3.972247598,3.835397187,4.005189604,4.009602206,3.735253379,3.979197091,3.937491136,3.736149891
64505,2.918594105,2.490446115,2.205456199,2.90468444,2.605912648,2.849522367,2.446144316,1.908573141,1.901029139,2.425366267,1.901128317,1.991576377,286.4944345,4.158955688,4.150560274,3.989445349,4.147328345,4.091759855,3.955004392,4.124788076,4.129379616,3.854988003,4.098584451,4.056932281,3.855626734
64556,2.749998406,2.323941868,2.036112247,2.73896956,2.444585451,2.689493271,2.275611683,1.740063332,1.732122342,2.256252456,1.734391347,1.825218186,417.0003949,4.246573139,4.234686123,4.07104798,4.23791233,4.180563609,4.040904032,4.211661842,4.212034549,3.936946006,4.189684981,4.146121071,3.943027432
64573,2.878247989,2.464438107,2.162694287,2.882370376,2.611952696,2.863029919,2.394554971,1.87150465,1.861340165,2.382650315,1.874938978,1.967567662,1023.961016,4.138043656,4.106538842,3.937960783,4.146517256,4.080362492,3.932119458,4.102385308,4.0792789,3.814466505,4.104311813,4.051005681,3.84884475
64578,2.775462094,2.346901957,2.062491748,2.760978844,2.461333421,2.704687293,2.303402341,1.765437923,1.757979466,2.282343832,1.757639353,1.848016766,482.697498,4.261541243,4.253552012,4.092474278,4.2494222,4.19394084,4.05739057,4.227239899,4.232362855,3.957651227,4.200309018,4.158734175,3.957426584
64612,2.857998682,2.427727711,2.14578719,2.84106011,2.537729258,2.779936569,2.387641694,1.848060146,1.840926467,2.365371835,1.83873769,1.928777834,172.8287536,4.24832846,4.243346161,4.085196409,4.233768617,4.179964366,4.046470008,4.21501535,4.223749604,3.950770193,4.184599961,4.144816112,3.945850958
64613,2.914639414,2.484827735,2.202212156,2.898362949,2.596026551,2.838540756,2.44382084,1.904670113,1.89744433,2.421876239,1.895758986,1.985886676,190.3459998,4.033707438,4.028113162,3.869511634,4.019738751,3.965668581,3.831621037,4.000327067,4.008299167,3.735196243,3.970774169,3.930717989,3.731388154
64684,2.637624761,2.206843674,1.925661839,2.619935703,2.315489525,2.557336996,2.16779707,1.627739039,1.620699051,2.145155634,1.617948534,1.707880591,133.1689717,4.046682096,4.042747848,3.885881877,4.031355141,3.978214934,3.84595481,4.013872603,4.023841249,3.751869091,3.982374215,3.943303989,3.745408632
64691,2.819700048,2.389233247,2.107582255,2.80247063,2.498710605,2.740774821,2.349548869,1.809783807,1.802682398,2.327133856,1.800279658,1.890274676,187.6779318,4.163101982,4.158674679,4.00132414,4.148200697,4.094801805,3.962023897,4.130152889,4.13952165,3.867263539,4.099268815,4.059927153,3.861628094
